op_id,machine_id,process_time
J29_O8,M47,458.95
J29_O8,M48,447.38
J29_O8,M49,442.71
J29_O9,M1,481.47
J29_O9,M2,449.01
J29_O9,M3,514.72
J29_O9,M4,454.69
J29_O9,M5,460.22
J29_O9,M6,472.53
J29_O9,M7,470.65
J29_O9,M8,503.57
J29_O9,M9,476.51
J29_O9,M10,453.66
J29_O9,M11,461.38
J29_O9,M12,480.73
J29_O9,M13,451.8
J29_O9,M14,488.93
J29_O9,M15,485.26
J29_O9,M16,497.18
J29_O9,M17,515.02
J29_O9,M18,512.98
J29_O9,M19,515.69
J29_O9,M20,459.58
J29_O9,M21,450.53
J29_O9,M22,464.18
J29_O9,M23,511.61
J29_O9,M24,517.76
J29_O9,M25,508.75
J29_O9,M26,448.8
J29_O9,M27,515.79
J29_O9,M28,473.87
J29_O9,M29,440.74
J29_O9,M30,475.39
J29_O10,M50,327.3
J29_O10,M51,352.19
J29_O10,M52,341.93
J29_O10,M53,348.67
J29_O10,M54,355.66
J29_O10,M55,368.44
J29_O10,M56,358.1
J29_O10,M57,346.7
J29_O11,M1,505.55
J29_O11,M2,512.45
J29_O11,M3,449.58
J29_O11,M4,482.55
J29_O11,M5,462.76
J29_O11,M6,443.76
J29_O11,M7,493.48
J29_O11,M8,509.02
J29_O11,M9,453.03
J29_O11,M10,504.99
J29_O11,M11,508.27
J29_O11,M12,513.15
J29_O11,M13,461.22
J29_O11,M14,512.32
J29_O11,M15,465.65
J29_O11,M16,484.19
J29_O11,M17,444.04
J29_O11,M18,443.51
J29_O11,M19,497.63
J29_O11,M20,475.56
J29_O11,M21,460.5
J29_O11,M22,455.23
J29_O11,M23,493.6
J29_O11,M24,440.03
J29_O11,M25,504.47
J29_O11,M26,446.34
J29_O11,M27,455.32
J29_O11,M28,470.9
J29_O11,M29,478.79
J29_O11,M30,468.4
J29_O12,M31,176.41
J29_O12,M32,189.28
J29_O12,M33,182.83
J29_O12,M34,170.47
J29_O13,M1,474.41
J29_O13,M2,510.0
J29_O13,M3,464.12
J29_O13,M4,447.56
J29_O13,M5,500.67
J29_O13,M6,488.48
J29_O13,M7,485.63
J29_O13,M8,444.29
J29_O13,M9,451.24
J29_O13,M10,489.8
J29_O13,M11,456.63
J29_O13,M12,480.33
J29_O13,M13,483.59
J29_O13,M14,462.68
J29_O13,M15,515.87
J29_O13,M16,507.4
J29_O13,M17,497.79
J29_O13,M18,446.24
J29_O13,M19,448.49
J29_O13,M20,479.42
J29_O13,M21,452.86
J29_O13,M22,518.26
J29_O13,M23,452.68
J29_O13,M24,479.0
J29_O13,M25,469.13
J29_O13,M26,491.15
J29_O13,M27,450.32
J29_O13,M28,474.43
J29_O13,M29,461.98
J29_O13,M30,511.02
J29_O14,M31,170.81
J29_O14,M32,188.27
J29_O14,M33,186.66
J29_O14,M34,175.95
J30_O1,M35,455.79
J30_O1,M36,440.62
J30_O1,M37,459.34
J30_O1,M38,450.53
J30_O1,M39,446.07
J30_O1,M40,447.25
J30_O1,M41,441.33
J30_O1,M42,459.79
J30_O1,M43,440.79
J30_O1,M44,453.1
J30_O1,M45,448.85
J30_O1,M46,458.98
J30_O1,M47,444.92
J30_O1,M48,450.64
J30_O1,M49,449.65
J30_O2,M1,496.23
J30_O2,M2,445.44
J30_O2,M3,455.5
J30_O2,M4,457.17
J30_O2,M5,499.05
J30_O2,M6,455.13
J30_O2,M7,485.88
J30_O2,M8,457.22
J30_O2,M9,508.93
J30_O2,M10,515.37
J30_O2,M11,481.48
J30_O2,M12,468.18
J30_O2,M13,458.72
J30_O2,M14,443.98
J30_O2,M15,461.48
J30_O2,M16,492.34
J30_O2,M17,482.69
J30_O2,M18,515.52
J30_O2,M19,471.7
J30_O2,M20,495.51
J30_O2,M21,479.15
J30_O2,M22,481.01
J30_O2,M23,461.42
J30_O2,M24,476.4
J30_O2,M25,477.66
J30_O2,M26,496.53
J30_O2,M27,515.25
J30_O2,M28,466.35
J30_O2,M29,443.38
J30_O2,M30,479.7
J30_O3,M35,450.89
J30_O3,M36,443.37
J30_O3,M37,455.21
J30_O3,M38,459.7
J30_O3,M39,458.92
J30_O3,M40,443.94
J30_O3,M41,457.51
J30_O3,M42,454.09
J30_O3,M43,449.08
J30_O3,M44,450.81
J30_O3,M45,456.99
J30_O3,M46,449.6
J30_O3,M47,447.46
J30_O3,M48,449.86
J30_O3,M49,451.58
J30_O4,M1,455.13
J30_O4,M2,512.07
J30_O4,M3,493.93
J30_O4,M4,490.66
J30_O4,M5,447.96
J30_O4,M6,488.33
J30_O4,M7,449.68
J30_O4,M8,446.3
J30_O4,M9,482.18
J30_O4,M10,472.22
J30_O4,M11,487.1
J30_O4,M12,447.14
J30_O4,M13,474.48
J30_O4,M14,453.98
J30_O4,M15,518.97
J30_O4,M16,484.89
J30_O4,M17,494.99
J30_O4,M18,466.03
J30_O4,M19,447.58
J30_O4,M20,518.07
J30_O4,M21,462.9
J30_O4,M22,473.9
J30_O4,M23,491.99
J30_O4,M24,441.98
J30_O4,M25,504.82
J30_O4,M26,482.93
J30_O4,M27,462.26
J30_O4,M28,444.93
J30_O4,M29,453.0
J30_O4,M30,511.6
J30_O5,M50,359.3
J30_O5,M51,337.5
J30_O5,M52,328.28
J30_O5,M53,359.53
J30_O5,M54,353.62
J30_O5,M55,345.23
J30_O5,M56,343.18
J30_O5,M57,335.84
J30_O6,M1,493.57
J30_O6,M2,517.65
J30_O6,M3,454.06
J30_O6,M4,487.77
J30_O6,M5,473.93
J30_O6,M6,475.74
J30_O6,M7,460.33
J30_O6,M8,506.01
J30_O6,M9,478.82
J30_O6,M10,483.47
J30_O6,M11,464.38
J30_O6,M12,454.54
J30_O6,M13,446.87
J30_O6,M14,497.13
J30_O6,M15,455.7
J30_O6,M16,495.21
J30_O6,M17,471.23
J30_O6,M18,473.26
J30_O6,M19,477.53
J30_O6,M20,469.42
J30_O6,M21,448.05
J30_O6,M22,464.77
J30_O6,M23,493.1
J30_O6,M24,493.26
J30_O6,M25,462.9
J30_O6,M26,476.81
J30_O6,M27,455.48
J30_O6,M28,456.83
J30_O6,M29,441.84
J30_O6,M30,511.74
J30_O7,M58,147.11
J30_O7,M59,147.28
J30_O7,M60,147.8
J30_O8,M35,442.55
J30_O8,M36,452.79
J30_O8,M37,441.5
J30_O8,M38,442.68
J30_O8,M39,452.9
J30_O8,M40,446.79
J30_O8,M41,454.16
J30_O8,M42,451.15
J30_O8,M43,445.12
J30_O8,M44,453.02
J30_O8,M45,442.33
J30_O8,M46,450.73
J30_O8,M47,448.74
J30_O8,M48,445.36
J30_O8,M49,452.08
J30_O9,M1,509.71
J30_O9,M2,519.91
J30_O9,M3,488.62
J30_O9,M4,472.38
J30_O9,M5,458.02
J30_O9,M6,460.57
J30_O9,M7,478.36
J30_O9,M8,469.38
J30_O9,M9,513.11
J30_O9,M10,469.46
J30_O9,M11,469.88
J30_O9,M12,470.68
J30_O9,M13,506.93
J30_O9,M14,492.06
J30_O9,M15,489.13
J30_O9,M16,466.73
J30_O9,M17,505.43
J30_O9,M18,443.07
J30_O9,M19,509.66
J30_O9,M20,481.02
J30_O9,M21,471.86
J30_O9,M22,479.77
J30_O9,M23,493.39
J30_O9,M24,441.02
J30_O9,M25,509.72
J30_O9,M26,475.74
J30_O9,M27,467.44
J30_O9,M28,451.06
J30_O9,M29,475.16
J30_O9,M30,479.71
J30_O10,M50,345.18
J30_O10,M51,358.93
J30_O10,M52,346.04
J30_O10,M53,373.07
J30_O10,M54,354.96
J30_O10,M55,365.37
J30_O10,M56,330.47
J30_O10,M57,344.86
J30_O11,M1,466.95
J30_O11,M2,485.56
J30_O11,M3,508.89
J30_O11,M4,446.27
J30_O11,M5,445.81
J30_O11,M6,508.03
J30_O11,M7,457.03
J30_O11,M8,493.5
J30_O11,M9,483.43
J30_O11,M10,506.63
J30_O11,M11,450.01
J30_O11,M12,450.38
J30_O11,M13,484.55
J30_O11,M14,515.71
J30_O11,M15,473.2
J30_O11,M16,466.16
J30_O11,M17,488.54
J30_O11,M18,514.44
J30_O11,M19,506.95
J30_O11,M20,519.64
J30_O11,M21,441.81
J30_O11,M22,449.03
J30_O11,M23,488.76
J30_O11,M24,505.65
J30_O11,M25,462.82
J30_O11,M26,459.14
J30_O11,M27,502.96
J30_O11,M28,444.51
J30_O11,M29,469.55
J30_O11,M30,480.46
J30_O12,M31,181.21
J30_O12,M32,184.57
J30_O12,M33,177.1
J30_O12,M34,182.25
J30_O13,M1,486.83
J30_O13,M2,483.81
J30_O13,M3,491.24
J30_O13,M4,460.76
J30_O13,M5,446.77
J30_O13,M6,449.54
J30_O13,M7,457.97
J30_O13,M8,480.02
J30_O13,M9,507.24
J30_O13,M10,496.1
J30_O13,M11,503.12
J30_O13,M12,468.08
J30_O13,M13,472.37
J30_O13,M14,471.49
J30_O13,M15,455.35
J30_O13,M16,444.9
J30_O13,M17,487.27
J30_O13,M18,519.14
J30_O13,M19,453.35
J30_O13,M20,443.73
J30_O13,M21,502.36
J30_O13,M22,460.21
J30_O13,M23,506.37
J30_O13,M24,496.31
J30_O13,M25,515.65
J30_O13,M26,472.71
J30_O13,M27,492.96
J30_O13,M28,477.19
J30_O13,M29,490.45
J30_O13,M30,475.97
J30_O14,M31,173.77
J30_O14,M32,180.16
J30_O14,M33,180.57
J30_O14,M34,186.21
J31_O1,M35,404.71
J31_O1,M36,403.28
J31_O1,M37,392.27
J31_O1,M38,404.41
J31_O1,M39,400.01
J31_O1,M40,407.88
J31_O1,M41,408.4
J31_O1,M42,391.1
J31_O1,M43,406.41
J31_O1,M44,390.75
J31_O1,M45,397.34
J31_O1,M46,400.85
J31_O1,M47,392.96
J31_O1,M48,404.93
J31_O1,M49,390.17
J31_O2,M1,473.37
J31_O2,M2,481.62
J31_O2,M3,484.29
J31_O2,M4,488.33
J31_O2,M5,484.11
J31_O2,M6,483.44
J31_O2,M7,477.89
J31_O2,M8,470.03
J31_O2,M9,472.4
J31_O2,M10,480.69
J31_O2,M11,483.5
J31_O2,M12,478.35
J31_O2,M13,484.61
J31_O2,M14,480.44
J31_O2,M15,471.48
J31_O2,M16,473.84
J31_O2,M17,486.8
J31_O2,M18,484.5
J31_O2,M19,487.9
J31_O2,M20,472.35
J31_O2,M21,489.8
J31_O2,M22,474.19
J31_O2,M23,470.24
J31_O2,M24,489.95
J31_O2,M25,475.62
J31_O2,M26,483.36
J31_O2,M27,473.53
J31_O2,M28,481.6
J31_O2,M29,488.08
J31_O2,M30,476.4
J31_O3,M35,403.41
J31_O3,M36,393.76
J31_O3,M37,402.5
J31_O3,M38,396.73
J31_O3,M39,394.22
J31_O3,M40,396.26
J31_O3,M41,393.58
J31_O3,M42,408.04
J31_O3,M43,397.94
J31_O3,M44,394.91
J31_O3,M45,398.97
J31_O3,M46,396.41
J31_O3,M47,404.89
J31_O3,M48,409.42
J31_O3,M49,398.76
J31_O4,M1,487.22
J31_O4,M2,481.32
J31_O4,M3,473.14
J31_O4,M4,483.81
J31_O4,M5,480.27
J31_O4,M6,483.01
J31_O4,M7,487.79
J31_O4,M8,478.81
J31_O4,M9,488.02
J31_O4,M10,485.01
J31_O4,M11,479.77
J31_O4,M12,482.06
J31_O4,M13,476.51
J31_O4,M14,489.67
J31_O4,M15,483.35
J31_O4,M16,470.88
J31_O4,M17,476.53
J31_O4,M18,482.47
J31_O4,M19,471.13
J31_O4,M20,470.48
J31_O4,M21,479.0
J31_O4,M22,476.65
J31_O4,M23,478.77
J31_O4,M24,475.25
J31_O4,M25,473.29
J31_O4,M26,483.78
J31_O4,M27,480.29
J31_O4,M28,474.0
J31_O4,M29,476.39
J31_O4,M30,481.84
J31_O5,M35,391.44
J31_O5,M36,392.95
J31_O5,M37,391.46
J31_O5,M38,406.25
J31_O5,M39,405.05
J31_O5,M40,405.07
J31_O5,M41,404.33
J31_O5,M42,403.39
J31_O5,M43,399.54
J31_O5,M44,402.85
J31_O5,M45,390.77
J31_O5,M46,402.43
J31_O5,M47,405.56
J31_O5,M48,400.01
J31_O5,M49,397.15
J31_O6,M1,475.55
J31_O6,M2,482.86
J31_O6,M3,483.86
J31_O6,M4,487.42
J31_O6,M5,476.85
J31_O6,M6,485.4
J31_O6,M7,481.23
J31_O6,M8,487.66
J31_O6,M9,480.56
J31_O6,M10,480.35
J31_O6,M11,481.56
J31_O6,M12,484.99
J31_O6,M13,489.29
J31_O6,M14,471.47
J31_O6,M15,471.07
J31_O6,M16,488.75
J31_O6,M17,480.6
J31_O6,M18,482.3
J31_O6,M19,479.65
J31_O6,M20,471.87
J31_O6,M21,485.36
J31_O6,M22,484.94
J31_O6,M23,476.23
J31_O6,M24,476.12
J31_O6,M25,486.76
J31_O6,M26,471.45
J31_O6,M27,487.62
J31_O6,M28,475.13
J31_O6,M29,481.86
J31_O6,M30,488.72
J31_O7,M50,358.91
J31_O7,M51,345.72
J31_O7,M52,359.48
J31_O7,M53,342.2
J31_O7,M54,338.86
J31_O7,M55,374.83
J31_O7,M56,362.54
J31_O7,M57,357.24
J31_O8,M1,477.11
J31_O8,M2,470.98
J31_O8,M3,470.62
J31_O8,M4,481.08
J31_O8,M5,485.24
J31_O8,M6,480.75
J31_O8,M7,486.82
J31_O8,M8,470.67
J31_O8,M9,477.34
J31_O8,M10,474.74
J31_O8,M11,478.95
J31_O8,M12,471.45
J31_O8,M13,489.08
J31_O8,M14,474.47
J31_O8,M15,488.45
J31_O8,M16,478.52
J31_O8,M17,489.71
J31_O8,M18,481.08
J31_O8,M19,488.62
J31_O8,M20,470.11
J31_O8,M21,484.96
J31_O8,M22,488.06
J31_O8,M23,472.79
J31_O8,M24,471.92
J31_O8,M25,478.49
J31_O8,M26,488.67
J31_O8,M27,480.85
J31_O8,M28,480.55
J31_O8,M29,472.82
J31_O8,M30,470.02
J31_O9,M58,153.1
J31_O9,M59,145.88
J31_O9,M60,151.34
J31_O10,M35,408.29
J31_O10,M36,394.17
J31_O10,M37,403.31
J31_O10,M38,391.57
J31_O10,M39,402.08
J31_O10,M40,393.28
J31_O10,M41,404.72
J31_O10,M42,396.02
J31_O10,M43,399.27
J31_O10,M44,401.99
J31_O10,M45,393.43
J31_O10,M46,404.83
J31_O10,M47,396.05
J31_O10,M48,403.25
J31_O10,M49,393.17
J31_O11,M1,483.76
J31_O11,M2,472.56
J31_O11,M3,478.51
J31_O11,M4,474.94
J31_O11,M5,484.97
J31_O11,M6,475.24
J31_O11,M7,487.63
J31_O11,M8,487.84
J31_O11,M9,473.93
J31_O11,M10,482.28
J31_O11,M11,471.75
J31_O11,M12,477.83
J31_O11,M13,484.27
J31_O11,M14,483.19
J31_O11,M15,482.49
J31_O11,M16,475.65
J31_O11,M17,477.56
J31_O11,M18,472.06
J31_O11,M19,484.38
J31_O11,M20,480.08
J31_O11,M21,484.18
J31_O11,M22,474.98
J31_O11,M23,476.49
J31_O11,M24,476.68
J31_O11,M25,470.51
J31_O11,M26,476.82
J31_O11,M27,486.07
J31_O11,M28,487.95
J31_O11,M29,480.36
J31_O11,M30,479.11
J31_O12,M50,326.54
J31_O12,M51,368.96
J31_O12,M52,325.65
J31_O12,M53,372.24
J31_O12,M54,349.46
J31_O12,M55,342.1
J31_O12,M56,371.21
J31_O12,M57,326.22
J31_O13,M1,481.63
J31_O13,M2,480.98
J31_O13,M3,474.39
J31_O13,M4,478.58
J31_O13,M5,483.05
J31_O13,M6,484.54
J31_O13,M7,470.01
J31_O13,M8,488.74
J31_O13,M9,473.29
J31_O13,M10,474.67
J31_O13,M11,475.27
J31_O13,M12,470.76
J31_O13,M13,472.46
J31_O13,M14,489.73
J31_O13,M15,476.3
J31_O13,M16,472.31
J31_O13,M17,472.14
J31_O13,M18,484.39
J31_O13,M19,487.09
J31_O13,M20,475.14
J31_O13,M21,470.42
J31_O13,M22,474.46
J31_O13,M23,471.13
J31_O13,M24,472.07
J31_O13,M25,478.63
J31_O13,M26,474.6
J31_O13,M27,480.32
J31_O13,M28,475.07
J31_O13,M29,488.81
J31_O13,M30,488.12
J31_O14,M31,160.27
J31_O14,M32,159.42
J31_O14,M33,159.52
J31_O14,M34,159.65
J31_O15,M1,484.55
J31_O15,M2,479.03
J31_O15,M3,487.13
J31_O15,M4,488.88
J31_O15,M5,476.72
J31_O15,M6,481.21
J31_O15,M7,471.9
J31_O15,M8,474.01
J31_O15,M9,478.27
J31_O15,M10,474.12
J31_O15,M11,487.53
J31_O15,M12,473.17
J31_O15,M13,479.11
J31_O15,M14,482.11
J31_O15,M15,483.84
J31_O15,M16,477.66
J31_O15,M17,487.38
J31_O15,M18,481.37
J31_O15,M19,478.79
J31_O15,M20,471.34
J31_O15,M21,479.29
J31_O15,M22,486.41
J31_O15,M23,482.29
J31_O15,M24,486.64
J31_O15,M25,479.88
J31_O15,M26,472.37
J31_O15,M27,470.27
J31_O15,M28,476.06
J31_O15,M29,483.96
J31_O15,M30,485.81
J32_O1,M35,395.92
J32_O1,M36,399.91
J32_O1,M37,398.42
J32_O1,M38,398.21
J32_O1,M39,394.63
J32_O1,M40,392.73
J32_O1,M41,393.93
J32_O1,M42,391.11
J32_O1,M43,393.96
J32_O1,M44,390.18
J32_O1,M45,402.55
J32_O1,M46,396.33
J32_O1,M47,409.46
J32_O1,M48,393.87
J32_O1,M49,396.92
J32_O2,M1,477.16
J32_O2,M2,470.17
J32_O2,M3,486.78
J32_O2,M4,470.64
J32_O2,M5,488.8
J32_O2,M6,487.84
J32_O2,M7,480.71
J32_O2,M8,480.87
J32_O2,M9,483.08
J32_O2,M10,477.74
J32_O2,M11,482.94
J32_O2,M12,470.9
J32_O2,M13,471.08
J32_O2,M14,479.14
J32_O2,M15,480.99
J32_O2,M16,487.76
J32_O2,M17,472.09
J32_O2,M18,486.45
J32_O2,M19,474.2
J32_O2,M20,477.88
J32_O2,M21,476.33
J32_O2,M22,478.0
J32_O2,M23,473.01
J32_O2,M24,480.07
J32_O2,M25,486.03
J32_O2,M26,478.83
J32_O2,M27,479.81
J32_O2,M28,486.98
J32_O2,M29,484.12
J32_O2,M30,479.81
J32_O3,M35,395.15
J32_O3,M36,407.7
J32_O3,M37,401.54
J32_O3,M38,394.42
J32_O3,M39,395.38
J32_O3,M40,406.06
J32_O3,M41,390.88
J32_O3,M42,409.84
J32_O3,M43,392.61
J32_O3,M44,405.92
J32_O3,M45,397.9
J32_O3,M46,399.84
J32_O3,M47,407.61
J32_O3,M48,398.26
J32_O3,M49,400.75
J32_O4,M1,470.99
J32_O4,M2,470.05
J32_O4,M3,474.9
J32_O4,M4,483.61
J32_O4,M5,472.43
J32_O4,M6,472.28
J32_O4,M7,478.22
J32_O4,M8,482.96
J32_O4,M9,484.24
J32_O4,M10,473.57
J32_O4,M11,471.59
J32_O4,M12,488.81
J32_O4,M13,475.21
J32_O4,M14,487.07
J32_O4,M15,487.27
J32_O4,M16,485.45
J32_O4,M17,473.38
J32_O4,M18,486.44
J32_O4,M19,485.39
J32_O4,M20,481.93
J32_O4,M21,476.74
J32_O4,M22,475.25
J32_O4,M23,472.44
J32_O4,M24,480.2
J32_O4,M25,481.71
J32_O4,M26,477.19
J32_O4,M27,479.51
J32_O4,M28,477.27
J32_O4,M29,482.82
J32_O4,M30,488.03
J32_O5,M35,393.28
J32_O5,M36,397.63
J32_O5,M37,392.82
J32_O5,M38,402.5
J32_O5,M39,404.58
J32_O5,M40,408.64
J32_O5,M41,395.58
J32_O5,M42,409.0
J32_O5,M43,391.27
J32_O5,M44,402.06
J32_O5,M45,391.14
J32_O5,M46,407.88
J32_O5,M47,400.6
J32_O5,M48,403.39
J32_O5,M49,406.63
J32_O6,M1,473.01
J32_O6,M2,470.77
J32_O6,M3,487.58
J32_O6,M4,476.3
J32_O6,M5,472.58
J32_O6,M6,479.37
J32_O6,M7,481.97
J32_O6,M8,470.62
J32_O6,M9,475.5
J32_O6,M10,470.66
J32_O6,M11,478.41
J32_O6,M12,487.9
J32_O6,M13,489.65
J32_O6,M14,482.74
J32_O6,M15,473.23
J32_O6,M16,488.12
J32_O6,M17,480.32
J32_O6,M18,473.07
J32_O6,M19,488.43
J32_O6,M20,485.15
J32_O6,M21,484.63
J32_O6,M22,484.18
J32_O6,M23,474.01
J32_O6,M24,474.22
J32_O6,M25,483.77
J32_O6,M26,474.39
J32_O6,M27,478.77
J32_O6,M28,485.64
J32_O6,M29,485.68
J32_O6,M30,479.07
J32_O7,M50,364.61
J32_O7,M51,366.93
J32_O7,M52,357.74
J32_O7,M53,336.42
J32_O7,M54,338.7
J32_O7,M55,340.74
J32_O7,M56,330.84
J32_O7,M57,338.66
J32_O8,M1,474.19
J32_O8,M2,479.11
J32_O8,M3,488.17
J32_O8,M4,472.09
J32_O8,M5,484.41
J32_O8,M6,483.75
J32_O8,M7,471.92
J32_O8,M8,488.45
J32_O8,M9,481.37
J32_O8,M10,477.27
J32_O8,M11,485.13
J32_O8,M12,475.15
J32_O8,M13,483.87
J32_O8,M14,470.79
J32_O8,M15,486.79
J32_O8,M16,478.96
J32_O8,M17,482.73
J32_O8,M18,474.42
J32_O8,M19,483.54
J32_O8,M20,485.44
J32_O8,M21,479.46
J32_O8,M22,482.35
J32_O8,M23,479.13
J32_O8,M24,487.88
J32_O8,M25,479.96
J32_O8,M26,486.84
J32_O8,M27,486.03
J32_O8,M28,478.21
J32_O8,M29,474.6
J32_O8,M30,478.12
J32_O9,M58,153.26
J32_O9,M59,147.28
J32_O9,M60,150.24
J32_O10,M35,406.12
J32_O10,M36,397.07
J32_O10,M37,402.84
J32_O10,M38,394.91
J32_O10,M39,392.19
J32_O10,M40,405.89
J32_O10,M41,391.98
J32_O10,M42,395.43
J32_O10,M43,407.1
J32_O10,M44,396.93
J32_O10,M45,409.46
J32_O10,M46,409.59
J32_O10,M47,395.37
J32_O10,M48,390.82
J32_O10,M49,404.1
J32_O11,M1,479.02
J32_O11,M2,472.02
J32_O11,M3,484.15
J32_O11,M4,470.62
J32_O11,M5,487.4
J32_O11,M6,472.77
J32_O11,M7,472.55
J32_O11,M8,473.51
J32_O11,M9,489.21
J32_O11,M10,483.86
J32_O11,M11,486.03
J32_O11,M12,477.95
J32_O11,M13,476.73
J32_O11,M14,474.69
J32_O11,M15,479.61
J32_O11,M16,481.04
J32_O11,M17,482.64
J32_O11,M18,475.14
J32_O11,M19,488.97
J32_O11,M20,473.4
J32_O11,M21,489.31
J32_O11,M22,470.3
J32_O11,M23,479.62
J32_O11,M24,476.67
J32_O11,M25,478.98
J32_O11,M26,481.41
J32_O11,M27,478.71
J32_O11,M28,478.3
J32_O11,M29,484.65
J32_O11,M30,483.72
J32_O12,M50,366.66
J32_O12,M51,337.5
J32_O12,M52,355.48
J32_O12,M53,354.26
J32_O12,M54,343.49
J32_O12,M55,349.3
J32_O12,M56,340.69
J32_O12,M57,332.09
J32_O13,M1,474.28
J32_O13,M2,472.11
J32_O13,M3,483.66
J32_O13,M4,483.21
J32_O13,M5,489.01
J32_O13,M6,484.59
J32_O13,M7,471.04
J32_O13,M8,487.68
J32_O13,M9,487.25
J32_O13,M10,478.87
J32_O13,M11,481.72
J32_O13,M12,489.52
J32_O13,M13,480.65
J32_O13,M14,488.11
J32_O13,M15,471.66
J32_O13,M16,473.82
J32_O13,M17,478.82
J32_O13,M18,481.7
J32_O13,M19,486.32
J32_O13,M20,489.77
J32_O13,M21,477.78
J32_O13,M22,470.95
J32_O13,M23,486.02
J32_O13,M24,482.09
J32_O13,M25,473.97
J32_O13,M26,479.9
J32_O13,M27,484.85
J32_O13,M28,485.41
J32_O13,M29,479.99
J32_O13,M30,476.1
J32_O14,M31,161.89
J32_O14,M32,160.65
J32_O14,M33,159.63
J32_O14,M34,159.12
J32_O15,M1,484.62
J32_O15,M2,474.84
J32_O15,M3,473.43
J32_O15,M4,480.6
J32_O15,M5,475.8
J32_O15,M6,482.58
J32_O15,M7,472.36
J32_O15,M8,483.1
J32_O15,M9,475.67
J32_O15,M10,470.0
J32_O15,M11,472.54
J32_O15,M12,488.67
J32_O15,M13,487.35
J32_O15,M14,474.67
J32_O15,M15,485.57
J32_O15,M16,482.17
J32_O15,M17,489.42
J32_O15,M18,477.47
J32_O15,M19,483.63
J32_O15,M20,471.27
J32_O15,M21,477.92
J32_O15,M22,489.28
J32_O15,M23,480.78
J32_O15,M24,475.76
J32_O15,M25,472.41
J32_O15,M26,484.07
J32_O15,M27,482.9
J32_O15,M28,477.48
J32_O15,M29,489.02
J32_O15,M30,470.44
J33_O1,M35,396.07
J33_O1,M36,408.42
J33_O1,M37,396.42
J33_O1,M38,395.05
J33_O1,M39,400.68
J33_O1,M40,406.48
J33_O1,M41,392.06
J33_O1,M42,408.86
J33_O1,M43,405.9
J33_O1,M44,393.63
J33_O1,M45,404.24
J33_O1,M46,397.7
J33_O1,M47,398.05
J33_O1,M48,405.67
J33_O1,M49,409.26
J33_O2,M1,472.53
J33_O2,M2,478.41
J33_O2,M3,479.62
J33_O2,M4,477.53
J33_O2,M5,477.26
J33_O2,M6,471.05
J33_O2,M7,483.71
J33_O2,M8,478.72
J33_O2,M9,473.9
J33_O2,M10,486.32
J33_O2,M11,486.05
J33_O2,M12,479.73
J33_O2,M13,475.97
J33_O2,M14,482.76
J33_O2,M15,475.76
J33_O2,M16,474.72
J33_O2,M17,484.61
J33_O2,M18,470.81
J33_O2,M19,471.9
J33_O2,M20,470.14
J33_O2,M21,473.06
J33_O2,M22,471.38
J33_O2,M23,489.92
J33_O2,M24,475.78
J33_O2,M25,472.99
J33_O2,M26,474.82
J33_O2,M27,488.72
J33_O2,M28,480.4
J33_O2,M29,477.3
J33_O2,M30,487.47
J33_O3,M35,397.9
J33_O3,M36,396.7
J33_O3,M37,394.15
J33_O3,M38,397.56
J33_O3,M39,396.33
J33_O3,M40,403.55
J33_O3,M41,395.79
J33_O3,M42,401.54
J33_O3,M43,391.32
J33_O3,M44,393.83
J33_O3,M45,398.15
J33_O3,M46,408.74
J33_O3,M47,397.55
J33_O3,M48,403.28
J33_O3,M49,395.1
J33_O4,M1,472.54
J33_O4,M2,471.17
J33_O4,M3,476.11
J33_O4,M4,473.15
J33_O4,M5,473.48
J33_O4,M6,485.22
J33_O4,M7,470.32
J33_O4,M8,481.16
J33_O4,M9,477.59
J33_O4,M10,480.13
J33_O4,M11,481.26
J33_O4,M12,476.27
J33_O4,M13,475.9
J33_O4,M14,484.67
J33_O4,M15,487.43
J33_O4,M16,473.85
J33_O4,M17,471.95
J33_O4,M18,487.96
J33_O4,M19,477.0
J33_O4,M20,481.03
J33_O4,M21,477.19
J33_O4,M22,472.52
J33_O4,M23,481.79
J33_O4,M24,480.5
J33_O4,M25,474.06
J33_O4,M26,479.04
J33_O4,M27,485.94
J33_O4,M28,481.81
J33_O4,M29,471.94
J33_O4,M30,480.96
J33_O5,M35,404.05
J33_O5,M36,405.85
J33_O5,M37,402.58
J33_O5,M38,393.05
J33_O5,M39,404.2
J33_O5,M40,403.55
J33_O5,M41,390.49
J33_O5,M42,398.23
J33_O5,M43,396.66
J33_O5,M44,403.39
J33_O5,M45,394.32
J33_O5,M46,401.82
J33_O5,M47,408.26
J33_O5,M48,405.96
J33_O5,M49,408.43
J33_O6,M1,489.57
J33_O6,M2,470.21
J33_O6,M3,482.45
J33_O6,M4,478.26
J33_O6,M5,487.2
J33_O6,M6,475.04
J33_O6,M7,489.62
J33_O6,M8,482.27
J33_O6,M9,485.87
J33_O6,M10,471.71
J33_O6,M11,473.67
J33_O6,M12,485.17
J33_O6,M13,470.44
J33_O6,M14,486.34
J33_O6,M15,470.28
J33_O6,M16,483.14
J33_O6,M17,477.3
J33_O6,M18,482.23
J33_O6,M19,483.92
J33_O6,M20,476.85
J33_O6,M21,472.16
J33_O6,M22,471.39
J33_O6,M23,481.78
